"module"
""
"Admin Connection"
"DBMS_SCHEDULER"
"EM Realtime Connection"
"OEM"
"OMS"
"Oracle Enterprise Manager.Metr"
"SQL Loader Conventional Path L"
"SQL*Plus"
"Streams"
"TOAD 12.0.0.61"
"TOAD background query session"
"Toad.exe"
"VisSvcHandler.exe"
"java"
"oraagent.bin"
"sqlnavigator.exe"
"sqlplus"
"w3wp.exe"
