"module"
"ArcMap.exe"
"DBMS_SCHEDULER"
"FMEEngine.exe"
""
"ArcCatalog.exe"
"ArcSOC.exe"
"JDBC Thin Client"
"pmdtm"
"DesktopIndexingService.exe"
"RuntimeLocalServer.exe"
"pythonw.exe"
"PL/SQL Developer"
"plsqldev.exe"
"oracle"
"RegTool.exe"
"SQL Developer"
"TOAD 12.1.0.22"
"w3wp.exe"
"TOAD 10.5.0.41"
"com.informatica.jdbc.oraclebas"
"FACTSPlanMap.exe"
"BIBusTKServerMain"
"sqlnavigator.exe"
"fme.exe"
"RangePermitMap.exe"
"fmeworkbench.exe"
"ArcScene.exe"
"PlSqlDev.exe"
"Data Modeler"
"Admin Connection"
