"module"
"SQL*Plus"
"Foglight for Oracle <5.6.4.335"
"DBMS_SCHEDULER"
"JDBC Thin Client"
"Toad.exe"
"TOAD 12.0.0.61"
""
"TOAD 12.1.0.22"
