"module"
"SQL*Plus"
""
"Foglight for Oracle <5.6.4.335"
"pmdtm"
"Data Pump Worker"
"TOAD 12.1.0.22"
"DBMS_SCHEDULER"
"Data Pump Master"
"sqlplus"
"udi"
"JDBC Thin Client"
