"module"
""
"ACS.Startup.exe"
"ACS.BatchService.exe"
"STEP.MailApp.exe"
"ORACLE.EXE"
"httpd"
"w3wp.exe"
"DBMS_SCHEDULER"
"SQL*Plus"
"ACS.SsaUpdateService.exe"
"al_engine.exe"
"DTSRun.exe"
"oracle"
"OGG-OCS_STE-GLOPEN_DATA_SOURCE"
"TOAD 10.6.1.3"
"TOAD 11.6.0.43"
"perl.exe"
"SQL Developer"
"ATS.WinClient.exe"
"QSR.exe"
"NHWKTransactionTool.exe"
"Toad.exe"
"JobServerChild.exe"
