"module"
"/1BCDWB/DBZRRT_PROC_LINK"
"/IPRO/CL_SHARED_ELEMENTS======"
"/IPRO/POPULATE_SHARED_MEMORY"
"/SAPPSSRM/CL_COMP_NUM_TYP====="
"/SAPSRM/CB_WF_PROCESS========="
"/SAPSRM/CL_EHP_SWITCH_UTIL===="
"/SAPSRM/CL_PDO_META_STR_FIELDS"
"/SAPSRM/CL_WF_CONFIGURATION==="
"/SDF/SAPLMON_6X"
"CA_SEND_REQUEST_BCS==========="
"CB_BOR_OBJECT_BCS============="
"CB_SEND_REQUEST_BCS==========="
"CL_BBP_ATTR_SCENARIO=========="
"CL_BBP_ES_DBPERSON_MYS========"
"CL_BDOC======================="
"CL_BDOC_LIST=================="
"CL_BP_GROUP_FACTORY==========="
"CL_COM_PRD_LH_KEY_PERSISTENCY="
"CL_DB6_CALENDAR_CFG==========="
"CL_ENH_BADI_PREGENERATION====="
"CL_EXIT_MASTER================"
"CL_FP_DB_WRAPPER=============="
"CL_GN_GRP_LIST================"
"CL_GN_WORK_ITEM_FAB==========="
"CL_HR_ALEOX_CUSTOMIZING======="
"CL_HR_GENAT_SCENARIO=========="
"CL_ICF_TREE==================="
"CL_IM_CRM_UPLMATNR_CONVERT===="
"CL_IM_ICF_STAT_COLLECTOR======"
"CL_PUBLI======================"
"CL_PUBLI_LIST================="
"CL_RCC_CCMS==================="
"CL_RCC_DATASTORAGE_DB========="
"CL_REPLI======================"
"CL_REPLI_LIST================="
"CL_SOAP_METERING=============="
"CL_SQL_STATEMENT=============="
"CL_SRM_FM_CALL_HANDLER_ADMIN=="
"CL_SWF_CNT_FACTORY_SHMEM======"
"CL_SWF_CNT_P0_CONTAINER======="
"CL_SWF_EVT_INST_LINKAGE======="
"CL_SWF_EVT_LOG================"
"CL_SWF_REP_ITEM2OBJECT========"
"CL_SWF_RUN_RESTART_BATCH_ITEMS"
"CL_SWF_RUN_WIM_PERSISTENCE===="
"CL_SWF_TRC_PERSIST_DB========="
"CL_SWF_WFM_PERSISTENCE========"
"CL_SWF_XI_ADM_SR_SERVICE======"
"CL_SWNC_COLLECTOR_DB=========="
"CL_SWNC_COLLECTOR_INFO========"
"CL_SWNC_INDEX_CONTROL========="
"CL_XMS_PERSIST_ADM============"
"DBSL: con=0, ai->-1, no ABAP s"
"DBSL: con=0, no ABAP"
"GN_SYSTEM_PARAMETERS=========="
"R3trans"
"RADBTDDF"
"RSAMON41"
"RSBPCOLL"
"RSBTCDEL2"
"RSBTCRTE"
"RSDB2DAL"
"RSDBSPJS"
"RSDBSPVA"
"RSDBSPVD"
"RSDSALDB"
"RSDSDEFLOAD"
"RSDSSPTI"
"RSEOUT00"
"RSHOST1M"
"RSLDAGDS"
"RSM13000"
"RSORA110"
"RSORACOL"
"RSORADBA"
"RSORASNP"
"RSORAVSH"
"RSPO0041"
"RSPOWP00"
"RSSNAPDL"
"RSSOOT04"
"RSTS0024"
"RSUVM018"
