"module"
"JDBC Thin Client"
"emagent_SVRGENALRT_oracle_data"
"sqlplus"
"OGG-EUYBS-GLOPEN_DATA_SOURCE"
"OGG-EUYBS4-OCI_META_THREAD"
"DBMS_SCHEDULER"
"OGG-EUYBS-OCI_META_THREAD"
"frmweb.exe"
"javaw.exe"
"SQL*Plus"
""
"Data Pump Worker"
"httpd"
"TOAD 9.7.2.5"
