"module"
""
"al_engine.exe"
"oracle"
"ORACLE.EXE"
"OGG-ENIVAA-OCI_META_THREAD"
"XMLExporter.exe"
"SQL*Plus"
"httpd"
"w3wp.exe"
"SubmitEBTS.exe"
"DBMS_SCHEDULER"
"WIReportServer.exe"
"wireportserver.exe"
"java.exe"
"TOAD 11.6.0.43"
"JDBC Thin Client"
"WebIRichClient.exe"
"PlotsReferral.exe"
"TOAD 11.6.1.6"
"TOAD 11.5.0.56"
"sqlplusw.exe"
"sqlplus.exe"
"Toad.exe"
"TOAD background query session"
"JobServerChild.exe"
"OGG-ENIVAA-GLOPEN_DATA_SOURCE"
