"module"
"httpd2-prefork"
""
"JDBC Thin Client"
"plsqldev.exe"
"PL/SQL Developer"
"/usr/fs615web/apache-2.0.63/bi"
"DBMS_SCHEDULER"
"java"
"ArcMap.exe"
"TOAD 12.1.1.1"
"MSACCESS.EXE"
"frmweb"
"rsession.exe"
"EXCEL.EXE"
"httpd.exe"
"javaw.exe"
"rwbuilder.exe"
"LandownerContacts.exe"
"frmbld.exe"
"TOAD 12.1.0.22"
"tabprotosrv.exe"
"SQL*Plus"
"SAS.EXE"
"SQL Developer"
"python.exe"
"sqldeveloper.exe"
"sqlplus.exe"
"PlotJacketTracker.exe"
"Toad.exe"
"LandownerContacts.vshost.exe"
"sqlplus"
"sas.exe"
"TOAD 12.5.0.99"
"Rgui.exe"
"pmdtm"
"TOAD 10.5.0.41"
"gridview.exe"
"oracle"
"Admin Connection"
