"module"
"CFD32"
"CFD16"
"Viewers.exe"
"SQL*Plus"
"MNE"
"TOAD 11.0.0.116"
"DBMS_SCHEDULER"
"IAA"
""
"CMFilterServer.exe"
"ude"
"Toad.exe"
"Ticket Queue.exe"
"Data Pump Worker"
"COS"
"oraagent.bin"
"Data Pump Master"
"sqlplus"
"SQL Loader Direct Path Load"
"CDS"
"ManualTicketCreation.exe"
"SQL Developer"
"toad.exe"
"exp"
"DMS"
"EDS"
"Case Manager - Toolbar.exe"
"TOAD 12.0.0.61"
"busobj.exe"
"sqlservr.exe"
"BTG"
"TOAD 12.1.1.1"
"TOAD background query session"
"TOAD 11.5.1.2"
"UsersNGroups.exe"
"FCM.exe"
"Golden32.exe"
"exp.exe"
"WIReportServer.exe"
"DDTEK ODBC Oracle"
