"module"
"DBMS_SCHEDULER"
"SQL*Plus"
"Data Pump Worker"
""
"ude"
"PARCEL2_INGEST"
"Data Pump Master"
"SQL Developer"
"JDBC Thin Client"
"ENROUTE2_INGEST"
