"module"
""
"OGG-EXT_BT-OCI_META_THREAD"
"OGG-EXT_ST-OCI_META_THREAD"
"oracle"
"SQL*Plus"
"OGG-EXT_BT-GLOPEN_DATA_SOURCE"
"ORACLE.EXE"
"TOAD 11.6.0.43"
"TOAD background query session"
"DBMS_SCHEDULER"
"NHWKTransactionTool.exe"
"perl.exe"
